# 2차 검사보고서 TC 인벤토리 (총 164) — CARRIED=1차 선별승계(검정,표0-16) / NEW=2차신규(보라,17절,표17-25)
# 형식: [분류] ID | 목표/입력 | 예상 | 실제 | 스크린샷유무

[NEW] 5.5-17 | [목표] courses.txt 신스키마(10필드) 정상 로드 / 입력: 기본 6과목 | 예상: 무결성 통과(오류 없음), 6과목 로드 | 실제: 통과; 과목수=6 | txt
[NEW] 5.5-18 | [목표] schedules.txt 미참조 강의실코드 → 참조 무결성 위반 / 입력: '1001,01,MON,09:00,10:30,9999' | 예상: !!! 오류: 참조 무결성 위반 - schedules.txt ... 강의실코드 | 실제: 참조 무결성 위반 - schedules.txt에서 존재하지 않는 강의실코드를 참조하고 있습니다. | txt
[NEW] 5.5-19 | [목표] prerequisites.txt 미존재 과목코드 → 참조 무결성 위반 / 입력: '9999,1001' | 예상: !!! 오류: 참조 무결성 위반 - prerequisites.txt ... 과목코드 | 실제: 참조 무결성 위반 - prerequisites.txt에서 존재하지 않는 과목코드를 참조하고 있습니다. | txt
[NEW] 5.5-20 | [목표] prerequisites.txt 자기참조 → 문법 오류 / 입력: '1001,1001' | 예상: !!! 오류: prerequisites.txt N행 - ... '자기 자신을 선수과목으로 지정 불가' | 실제: prerequisites.txt 1행 - 문법 형식이 올바르지 않습니다: '자기 자신을 선수과목으로 지정 불가' | txt
[NEW] 5.5-21 | [목표] courses.txt 제한학년 범위 초과 → 문법 오류 / 입력: 제한학년=5 | 예상: !!! 오류: courses.txt N행 - ... '제한학년 형식 오류' | 실제: courses.txt 1행 - 문법 형식이 올바르지 않습니다: '제한학년 형식 오류' | txt
[NEW] 5.5-22 | [목표] courses.txt 미존재 제한학과 → 참조 무결성 위반 / 입력: 제한학과=없는학과 | 예상: !!! 오류: 참조 무결성 위반 - courses.txt ... 제한학과(전공) | 실제: 참조 무결성 위반 - courses.txt에서 존재하지 않는 제한학과(전공)를 참조하고 있습니다. | txt
[NEW] 5.5-23 | [목표] 누락 시 config.txt 자동 생성 — 학기 포함 3필드 (5.2.5절: 1~6월→YYYY-1) / 입력: config.txt 삭제 후 날짜 2026-04-01로 실행 | 예상: '2026-04-01,2026-04-01,2026-1' 내용으로 자동 생성 | 실제: 2026-04-01,2026-04-01,2026-1 | txt
[NEW] 5.5-24 | [목표] 행 맨 앞 표준 공백 → 문법 오류 (5.1절 공통 규칙) / 입력: students.txt 행 앞에 공백 1개 삽입 | 예상: !!! 오류: students.txt 1행 - 문법 형식이 올바르지 않습니다: '행/필드 앞뒤 공백 불허' | 실제: students.txt 1행 - 문법 형식이 올바르지 않습니다: '행/필드 앞뒤 공백 불허' | txt
[NEW] 5.5-25 | [목표] 필드 앞뒤 표준 공백 → 문법 오류 (5.1절 공통 규칙) / 입력: courses.txt 담당교수 필드 뒤 공백 | 예상: !!! 오류: courses.txt 1행 - 문법 형식이 올바르지 않습니다: '행/필드 앞뒤 공백 불허' | 실제: courses.txt 1행 - 문법 형식이 올바르지 않습니다: '행/필드 앞뒤 공백 불허' | txt
[NEW] 6.3-14 | [목표] 학년 범위 초과 입력 거부 / 입력: 학년='5' | 예상: !!! 오류: 학년은 1 이상 4 이하의 정수이어야 합니다. | 실제: 학년은 1 이상 4 이하의 정수이어야 합니다. | IMG
[NEW] 6.3-15 | [목표] 정상 학년으로 회원가입 시 students.txt 7필드 저장 / 입력: 학년='2' | 예상: active 상태 + 학년 2 포함 7필드 저장 | 실제: grade=2, status=active | IMG
[NEW] 6.7-7 | [목표] 스케줄 2개 과목 요일 표시 / 입력: 1001-01(MON,WED) 조회 | 예상: MON / WED 두 스케줄 표시 | 실제: 목록 6건; 1001-01 스케줄요일=MON/WED | IMG
[NEW] 6.7-8 | [목표] 제한학년·학과 표시 / 입력: 1002-01(2학년/컴퓨터공학부) 조회 | 예상: 제한란 '2학년/컴퓨터공학부' 표시 | 실제: limit_grade=2, limit_major=컴퓨터공학부 | IMG
[NEW] 6.7-9 | [목표] 현재 학기 외 과목 미표시(학기 필터) / 입력: config 학기=2026-1, 9001=2026-2 | 예상: 2026-2 과목은 목록에서 제외 | 실제: 목록 과목코드=['1001', '1002', '1003', '2001', '3001']; 9001 포함=False | IMG
[NEW] 6.7-10 | [목표] inactive 과목 전체 조회 제외 (6.7.1절) / 입력: 1001-01을 inactive로 변경 후 조회 | 예상: 1001-01은 목록에서 제외, 나머지 active 과목만 출력 | 실제: 목록=['1001-02', '1002-01', '1003-01', '2001-01', '3001-01']; 1001-01 포함=False | IMG
[NEW] 6.7-11 | [목표] 신청 불가 과목 [제한] 표시 (기획서 7절 — 숨기지 않고 표시만) / 입력: 1학년 학생으로 전체 조회 | 예상: 1002(2학년 제한)·1003(3학년 제한) 행에 '[제한]' 표시, 목록에는 유지 | 실제: 1002행 [제한]=True; 1001행 [제한]=False; 1002행 목록 유지=True | IMG
[NEW] 6.9-15 | [목표] 8단계 학기 불일치 차단 / 입력: 학기 2026-2 과목 신청(현재 2026-1) | 예상: !!! 오류: 현재 학기(2026-1)에 개설된 과목이 아닙니다. | 실제: !!! 오류: 현재 학기(2026-1)에 개설된 과목이 아닙니다. | IMG
[NEW] 6.9-16 | [목표] 9단계 학년 제한 차단 / 입력: 1학년 학생이 1002(2학년 제한) 신청 | 예상: !!! 오류: 이 과목은 2학년 학생만 수강신청할 수 있습니다. | 실제: !!! 오류: 이 과목은 2학년 학생만 수강신청할 수 있습니다. | IMG
[NEW] 6.9-17 | [목표] 10단계 학과 제한 차단 / 입력: 전기공학부 2학년이 1002(컴공 전용) 신청 | 예상: !!! 오류: 이 과목은 컴퓨터공학부 학생만 수강신청할 수 있습니다. | 실제: !!! 오류: 이 과목은 컴퓨터공학부 학생만 수강신청할 수 있습니다. | IMG
[NEW] 6.9-18 | [목표] 11단계 선수과목 미이수 차단 + 미이수 과목명 나열 / 입력: 3학년이 1003(선수 1002 미이수) 신청 | 예상: !!! 오류: 선수과목을 이수하지 않았습니다. 미이수 선수과목: 자료구조 | 실제: !!! 오류: 선수과목을 이수하지 않았습니다. 미이수 선수과목: 자료구조 | IMG
[NEW] 6.9-19 | [목표] 선수과목 이수 후 정상 신청 / 입력: 1002 기이수 후 1003 신청 | 예상: ✓ 수강신청 완료: 알고리즘 | 실제: ✓ 수강신청 완료: 알고리즘 | IMG
[NEW] 6.9-20 | [목표] 6단계 스케줄 충돌 차단(schedules 기준) / 입력: 1002 신청 후 동일시간 9999 신청 | 예상: !!! 오류: 스케줄 충돌 - 자료구조 (MON 13:00~14:30)과 겹칩니다. | 실제: !!! 오류: 스케줄 충돌 - 자료구조 (MON 13:00~14:30)과 겹칩니다. | IMG
[NEW] 6.9-21 | [목표] 반열림 구간 경계 비충돌(종료==시작) / 입력: MON 09:00~10:30 후 MON 10:30~12:00 | 예상: ✓ 수강신청 완료 (충돌 아님) | 실제: ✓ 수강신청 완료: 뒤 | IMG
[NEW] 6.12-4 | [목표] 동일 과목 복수 요일 모두 표시 / 입력: 1001-01(MON,WED) 신청 후 시간표 | 예상: MON, WED 두 줄 표시(각 강의실 포함) | 실제: 시간표행수=2(요일 ['MON', 'WED']); 학점=3 | IMG
[NEW] 6.12-5 | [목표] 스케줄 2개 과목 학점 중복 합산 방지 / 입력: 1001-01(3학점, 스케줄 2개) | 예상: 총 학점 3 (6 아님) | 실제: 시간표행수=2(요일 ['MON', 'WED']); 학점=3 | IMG
[NEW] 6.13-10 | [목표] 관리자 학생 등록 정상 — 학년 포함 (6.13.1절) / 입력: 학번 202500777, 각 필드 정상, 학년 2 | 예상: ✓ 학생 등록 완료; grade=2, status=active | 실제: ✓ 학생 등록 완료; grade=2, status=active | IMG
[NEW] 6.14-16 | [목표] 스케줄 0개 등록 거부 / 입력: 스케줄 미입력 | 예상: !!! 오류: 스케줄을 1개 이상 등록해야 합니다. | 실제: !!! 오류: 스케줄을 1개 이상 등록해야 합니다. | txt
[NEW] 6.14-17 | [목표] 정원 > 최소 강의실 좌석 거부 / 입력: 정원 50, 과학관102(40석) | 예상: !!! 오류: 정원은 가장 작은 강의실(과학관102, 40석)의 좌석 수를 초과할 수 없습니다. | 실제: !!! 오류: 정원은 가장 작은 강의실(과학관102, 40석)의 좌석 수를 초과할 수 없습니다. | txt
[NEW] 6.14-18 | [목표] 정상 강의 등록(스케줄 1개) / 입력: 정원 30, 공학관101 | 예상: ✓ 강의 등록 완료: DB (1005-01) | 스케줄 1개 | 실제: ✓ 강의 등록 완료: DB (1005-01) | 스케줄 1개 | txt
[NEW] 6.14-19 | [목표] 기간 시작 후 과목명 변경 차단 / 입력: today=04-03 ≥ reg_start=04-01 | 예상: !!! 오류: 수강신청 기간 시작 이후에는 과목명을 수정할 수 없습니다. | 실제: !!! 오류: 수강신청 기간 시작 이후에는 과목명을 수정할 수 없습니다. | IMG
[NEW] 6.14-20 | [목표] 기간 시작 후 학점 변경 차단 / 입력: today=04-03 | 예상: !!! 오류: 수강신청 기간 시작 이후에는 학점을 수정할 수 없습니다. | 실제: !!! 오류: 수강신청 기간 시작 이후에는 학점을 수정할 수 없습니다. | txt
[NEW] 6.14-21 | [목표] 기간 시작 후 정원 증가 허용(≤최소좌석60) / 입력: 30→50, today=04-03 | 예상: ✓ 강의 수정 완료: 정원 → 50 | 실제: ✓ 강의 수정 완료: 정원 → 50 | IMG
[NEW] 6.14-22 | [목표] 정원 증가 최소좌석 초과 차단 / 입력: 30→70(공학관101=60) | 예상: !!! 오류: 정원은 가장 작은 강의실(공학관101, 60석)의 좌석 수를 초과할 수 없습니다. | 실제: !!! 오류: 정원은 가장 작은 강의실(공학관101, 60석)의 좌석 수를 초과할 수 없습니다. | IMG
[NEW] 6.14-23 | [목표] 정원 감소 현재 신청 인원 미만 차단 / 입력: enrolled 2명, 정원→1 | 예상: !!! 오류: 정원은 현재 신청 인원(2명) 이상이어야 합니다. | 실제: !!! 오류: 정원은 현재 신청 인원(2명) 이상이어야 합니다. | IMG
[NEW] 6.14-24 | [목표] 담당교수 변경 시 타 강의 스케줄 충돌 차단 / 입력: 신교수(2001 MON 09:00 담당)로 변경 | 예상: !!! 오류: 새 담당교수가 이미 담당하는 강의(B)와 요시가 충돌합니다. | 실제: !!! 오류: 새 담당교수가 이미 담당하는 강의(B)와 요시가 충돌합니다. | txt
[NEW] 6.14-25 | [목표] 강의실 변경(현재 인원 수용 가능) / 입력: enrolled 5명, MON→과학관102(40석) | 예상: ✓ 강의실 변경 완료: MON → 과학관102 (40석) | 실제: ✓ 강의실 변경 완료: MON → 과학관102 (40석) | txt
[NEW] 6.14-26 | [목표] 강의실 변경 좌석 부족 차단 / 입력: enrolled 50명, MON→과학관102(40석) | 예상: !!! 오류: 변경하려는 강의실(40석)이 현재 신청 인원(50명)보다 작습니다. | 실제: !!! 오류: 변경하려는 강의실(40석)이 현재 신청 인원(50명)보다 작습니다. | txt
[NEW] 6.14-27 | [목표] 기간 시작 후 스케줄 추가 차단 / 입력: today=04-03, FRI 추가 | 예상: !!! 오류: 수강신청 기간 시작 이후에는 스케줄을 추가할 수 없습니다. | 실제: !!! 오류: 수강신청 기간 시작 이후에는 스케줄을 추가할 수 없습니다. | txt
[NEW] 6.14-28 | [목표] 마지막 1개 스케줄 삭제 차단 / 입력: 스케줄 1개 상태에서 삭제(기간 전) | 예상: !!! 오류: 스케줄은 최소 1개 이상 유지되어야 합니다. | 실제: !!! 오류: 스케줄은 최소 1개 이상 유지되어야 합니다. | txt
[NEW] 6.14-29 | [목표] inactive 강의 수정 차단 / 입력: inactive 상태에서 과목명 변경 | 예상: !!! 오류: inactive 상태의 강의는 수정할 수 없습니다. 먼저 강의를 활성화하세요. | 실제: !!! 오류: inactive 상태의 강의는 수정할 수 없습니다. 먼저 강의를 활성화하세요. | txt
[NEW] 6.14-30 | [목표] 스케줄 종료 시각 ≤ 시작 시각 오류 (4.8절) / 입력: 신규 강의 스케줄 MON 09:00~09:00 | 예상: !!! 오류: 종료 시각은 시작 시각보다 이후여야 합니다. | 실제: !!! 오류: 종료 시각은 시작 시각보다 이후여야 합니다. | txt
[NEW] 6.14-31 | [목표] 수강신청 기간 시작 전 과목명 변경 정상 (6.14.2절) / 입력: today=03-01 < reg_start=04-01 | 예상: ✓ 강의 수정 완료: 과목명 → 새이름 | 실제: ✓ 강의 수정 완료: 과목명 → 새이름 | txt
[NEW] 6.15-7 | [목표] 잘못된 학기 형식 차단 / 입력: 학기='2026-3' | 예상: !!! 오류: 학기 형식이 올바르지 않습니다. | 실제: !!! 오류: 학기 형식이 올바르지 않습니다. | txt
[NEW] 6.15-8 | [목표] 정상 학기 설정 / 입력: 2026-09-01~09-07, 학기='2026-2' | 예상: ✓ 수강신청 기간 설정 완료: 2026-09-01 ~ 2026-09-07 | 학기: 2026-2 | 실제: ✓ 수강신청 기간 설정 완료: 2026-09-01 ~ 2026-09-07 | 학기: 2026-2 | IMG
[NEW] 6.15-9 | [목표] 시작일 = 종료일 경계값 정상 (6.15절 의미 규칙) / 입력: 2026-04-01 ~ 2026-04-01, 학기='2026-1' | 예상: ✓ 수강신청 기간 설정 완료: 2026-04-01 ~ 2026-04-01 | 학기: 2026-1 | 실제: ✓ 수강신청 기간 설정 완료: 2026-04-01 ~ 2026-04-01 | 학기: 2026-1 | IMG
[NEW] 6.17-1 | [목표] 강의실 목록 조회(코드 오름차순) / 입력: 기본 강의실 3개 | 예상: 1001, 1002, 1003 순 출력 | 실제: 1001, 1002, 1003 | IMG
[NEW] 6.17-2 | [목표] 강의실 등록 정상 / 입력: 1004,과학관,301,50 | 예상: ✓ 강의실 등록 완료: 과학관 301 (코드: 1004) | 실제: ✓ 강의실 등록 완료: 과학관 301 (코드: 1004) | IMG
[NEW] 6.17-3 | [목표] 강의실코드 중복 차단 / 입력: 1001 재등록 | 예상: !!! 오류: 이미 존재하는 강의실코드입니다. | 실제: !!! 오류: 이미 존재하는 강의실코드입니다. | IMG
